embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
MPNet,estatico,IVF,22,3.6,3.6,3.6,3.6
MPNet,estatico,IVF,23,4.2,4.2,4.2,4.2
MPNet,estatico,IVF,24,4.4,4.4,4.4,4.4
MPNet,estatico,IVF,25,2.9,2.9,2.9,2.9
MPNet,estatico,IVF,26,3.5,4.1,4.1,3.5
MPNet,estatico,IVF,27,3.8,3.8,3.8,3.8
MPNet,estatico,IVF,28,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,29,3.6,3.6,3.6,3.6
MPNet,estatico,IVF,30,2.3,2.3,2.3,2.3
MPNet,estatico,IVF,31,2.9,2.9,2.9,2.9
MPNet,estatico,IVF,32,4.2,4.2,4.2,4.2
MPNet,estatico,IVF,33,4.0,4.0,4.0,4.0
MPNet,estatico,IVF,34,1.9,1.9,1.9,1.9
MPNet,estatico,IVF,35,1.3,1.3,1.3,1.3
MPNet,estatico,IVF,36,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,37,3.5,3.5,3.5,3.5
MPNet,estatico,IVF,38,2.9,2.9,2.9,2.9
MPNet,estatico,IVF,39,1.8,1.8,1.8,1.8
MPNet,estatico,IVF,40,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,41,5.0,5.0,5.0,5.0
MPNet,estatico,IVF,42,4.0,4.0,4.0,4.0
MPNet,estatico,IVF,43,3.5,3.5,3.5,3.5
MPNet,estatico,IVF,44,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,45,4.7,4.7,4.7,4.7
MPNet,estatico,IVF,46,3.4,3.6,3.4,3.4
MPNet,estatico,IVF,47,3.7,3.7,3.7,3.7
MPNet,estatico,IVF,48,4.5,4.5,4.3,4.5
MPNet,estatico,IVF,49,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,50,2.5,2.5,2.5,2.5
MPNet,estatico,IVF,51,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,52,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,53,3.7,3.7,3.7,3.7
MPNet,estatico,IVF,54,3.5,3.5,3.5,3.5
MPNet,estatico,IVF,55,4.8,4.8,4.8,4.8
MPNet,estatico,IVF,56,3.8,3.8,3.8,3.8
MPNet,estatico,IVF,57,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,58,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,59,3.5,4.0,3.5,3.5
MPNet,estatico,IVF,60,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,61,3.8,3.8,3.8,3.8
MPNet,estatico,IVF,62,2.9,2.9,2.9,2.9
MPNet,estatico,IVF,63,3.6,3.6,3.6,3.6
MPNet,estatico,IVF,64,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,65,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,66,2.5,2.5,2.5,2.5
MPNet,estatico,IVF,67,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,68,2.6,2.6,2.6,2.6
MPNet,estatico,IVF,69,1.5,1.5,1.5,1.5
MPNet,estatico,IVF,70,4.2,4.2,4.2,4.2
MPNet,estatico,IVF,71,4.5,4.5,4.5,4.5
MPNet,estatico,IVF,72,5.0,5.0,5.0,5.0
MPNet,estatico,IVF,73,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,74,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,75,2.6,2.6,2.6,2.6
MPNet,estatico,IVF,76,3.1,3.1,3.1,3.1
MPNet,estatico,IVF,77,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,78,1.4,1.4,1.4,1.4
MPNet,estatico,IVF,79,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,80,3.6,3.6,3.6,3.6
MPNet,estatico,IVF,81,3.4,3.7,3.4,3.4
MPNet,estatico,IVF,82,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,83,1.9,1.9,1.9,1.9
MPNet,estatico,IVF,84,3.4,3.4,3.4,3.4
MPNet,estatico,IVF,85,5.0,5.0,5.0,5.0
MPNet,estatico,IVF,86,2.6,2.6,2.6,2.6
MPNet,estatico,IVF,87,3.8,3.8,3.8,3.8
MPNet,estatico,IVF,88,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,89,2.5,2.5,2.5,2.5
MPNet,estatico,IVF,90,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,91,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,92,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,93,2.8,2.8,2.8,2.8
MPNet,estatico,IVF,94,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,95,3.1,3.1,3.1,3.1
MPNet,estatico,IVF,96,3.4,3.4,3.4,3.4
MPNet,estatico,IVF,97,4.6,4.6,4.6,4.6
MPNet,estatico,IVF,98,2.8,2.8,2.8,2.8
MPNet,estatico,IVF,99,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,0,3.0,3.0,3.0,3.0
MPNet,estatico,IVFPQ,1,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,2,3.9,3.9,3.9,3.9
MPNet,estatico,IVFPQ,3,3.4,3.4,3.4,3.4
MPNet,estatico,IVFPQ,4,4.7,4.7,4.7,4.7
MPNet,estatico,IVFPQ,5,3.1,3.1,3.1,3.1
MPNet,estatico,IVFPQ,6,5.0,5.0,5.0,5.0
MPNet,estatico,IVFPQ,7,3.8,3.8,3.8,3.8
MPNet,estatico,IVFPQ,8,4.4,4.4,4.4,4.4
MPNet,estatico,IVFPQ,9,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,10,3.8,3.8,3.8,3.8
MPNet,estatico,IVFPQ,11,5.0,5.0,5.0,5.0
MPNet,estatico,IVFPQ,12,2.2,2.2,2.2,2.2
MPNet,estatico,IVFPQ,13,2.1,2.1,2.1,2.1
MPNet,estatico,IVFPQ,14,3.9,3.9,3.9,3.9
MPNet,estatico,IVFPQ,15,2.5,2.5,2.5,2.5
MPNet,estatico,IVFPQ,16,2.6,2.6,2.6,2.6
MPNet,estatico,IVFPQ,17,3.5,3.5,3.5,3.5
MPNet,estatico,IVFPQ,18,3.4,3.5,3.4,3.4
MPNet,estatico,IVFPQ,19,3.2,3.2,3.2,3.2
MPNet,estatico,IVFPQ,20,3.8,3.8,3.8,3.8
MPNet,estatico,IVFPQ,21,2.6,2.6,2.6,2.6
MPNet,estatico,IVFPQ,22,4.1,4.1,4.1,4.1
MPNet,estatico,IVFPQ,23,4.3,4.3,4.3,4.3
MPNet,estatico,IVFPQ,24,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,25,2.3,2.3,2.3,2.3
MPNet,estatico,IVFPQ,26,2.9,3.8,2.9,2.9
MPNet,estatico,IVFPQ,27,4.2,4.2,4.2,4.2
MPNet,estatico,IVFPQ,28,2.8,2.8,2.8,2.8
MPNet,estatico,IVFPQ,29,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,30,2.9,2.9,2.9,2.9
MPNet,estatico,IVFPQ,31,2.8,2.8,2.8,2.8
MPNet,estatico,IVFPQ,32,4.0,4.0,4.0,4.0
MPNet,estatico,IVFPQ,33,4.0,4.1,4.0,4.0
MPNet,estatico,IVFPQ,34,1.8,1.8,1.8,1.8
MPNet,estatico,IVFPQ,35,2.0,2.0,2.0,2.0
MPNet,estatico,IVFPQ,36,3.5,3.5,3.5,3.5
MPNet,estatico,IVFPQ,37,3.8,3.8,3.8,3.8
MPNet,estatico,IVFPQ,38,3.1,3.1,3.1,3.1
MPNet,estatico,IVFPQ,39,2.4,2.4,2.4,2.4
MPNet,estatico,IVFPQ,40,3.0,3.0,3.0,3.0
MPNet,estatico,IVFPQ,41,5.0,5.0,5.0,5.0
MPNet,estatico,IVFPQ,42,3.4,3.4,3.4,3.4
MPNet,estatico,IVFPQ,43,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,44,3.2,3.2,3.2,3.2
MPNet,estatico,IVFPQ,45,4.9,4.9,4.9,4.9
MPNet,estatico,IVFPQ,46,3.3,3.8,4.3,3.3
MPNet,estatico,IVFPQ,47,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,48,4.4,4.4,4.4,4.4
MPNet,estatico,IVFPQ,49,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,50,3.0,3.5,3.0,3.0
MPNet,estatico,IVFPQ,51,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,52,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,53,3.5,3.5,3.5,3.5
MPNet,estatico,IVFPQ,54,3.0,3.0,3.0,3.0
MPNet,estatico,IVFPQ,55,4.9,4.9,4.9,4.9
MPNet,estatico,IVFPQ,56,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,57,1.8,1.8,1.8,1.8
MPNet,estatico,IVFPQ,58,3.2,3.2,3.2,3.2
MPNet,estatico,IVFPQ,59,3.1,3.9,3.1,3.1
MPNet,estatico,IVFPQ,60,3.2,3.2,3.2,3.2
MPNet,estatico,IVFPQ,61,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,62,2.7,2.7,2.7,2.7
MPNet,estatico,IVFPQ,63,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,64,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,65,3.0,3.0,3.0,3.0
MPNet,estatico,IVFPQ,66,2.6,2.6,2.6,2.6
MPNet,estatico,IVFPQ,67,3.0,3.0,3.0,3.0
MPNet,estatico,IVFPQ,68,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,69,1.4,1.4,1.4,1.4
MPNet,estatico,IVFPQ,70,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,71,3.9,3.9,3.9,3.9
MPNet,estatico,IVFPQ,72,5.0,5.0,5.0,5.0
MPNet,estatico,IVFPQ,73,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,74,5.0,5.0,5.0,5.0
MPNet,estatico,IVFPQ,75,1.3,1.3,1.3,1.3
MPNet,estatico,IVFPQ,76,2.1,2.1,2.1,2.1
MPNet,estatico,IVFPQ,77,3.1,3.1,3.1,3.1
MPNet,estatico,IVFPQ,78,1.3,1.3,1.3,1.3
MPNet,estatico,IVFPQ,79,4.1,4.1,4.1,4.1
MPNet,estatico,IVFPQ,80,3.5,3.5,3.5,3.5
MPNet,estatico,IVFPQ,81,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,82,3.1,3.1,3.1,3.1
MPNet,estatico,IVFPQ,83,2.2,2.2,2.2,2.2
MPNet,estatico,IVFPQ,84,3.5,3.5,3.5,3.5
MPNet,estatico,IVFPQ,85,4.9,4.9,4.9,4.9
MPNet,estatico,IVFPQ,86,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,87,3.8,3.8,3.8,3.8
MPNet,estatico,IVFPQ,88,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,89,2.8,3.2,2.8,2.8
MPNet,estatico,IVFPQ,90,2.7,2.7,2.7,2.7
MPNet,estatico,IVFPQ,91,3.1,3.1,3.1,3.1
MPNet,estatico,IVFPQ,92,3.7,3.7,3.7,3.7
MPNet,estatico,IVFPQ,93,2.7,2.7,2.7,2.7
MPNet,estatico,IVFPQ,94,3.3,3.3,3.3,3.3
MPNet,estatico,IVFPQ,95,3.2,3.2,3.2,3.2
MPNet,estatico,IVFPQ,96,3.6,3.6,3.6,3.6
MPNet,estatico,IVFPQ,97,4.4,4.4,4.4,4.4
MPNet,estatico,IVFPQ,98,2.7,2.7,2.7,2.7
MPNet,estatico,IVFPQ,99,3.6,3.6,3.6,3.6
