embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
Dialog2Flow,estatico,HNSW,75,2.1,2.1,2.1,2.1
Dialog2Flow,estatico,HNSW,76,3.2,3.4,3.2,3.2
Dialog2Flow,estatico,HNSW,77,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,HNSW,78,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,HNSW,79,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,HNSW,80,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,HNSW,81,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,HNSW,82,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,HNSW,83,1.7,1.7,1.7,1.7
Dialog2Flow,estatico,HNSW,84,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,HNSW,85,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,86,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,HNSW,87,4.2,4.2,4.2,4.2
Dialog2Flow,estatico,HNSW,88,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,HNSW,89,2.4,2.5,2.4,2.4
Dialog2Flow,estatico,HNSW,90,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,HNSW,91,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,HNSW,92,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,93,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,HNSW,94,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,HNSW,95,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,HNSW,96,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,97,4.0,4.1,4.0,4.0
Dialog2Flow,estatico,HNSW,98,3.5,2.9,3.7,2.9
Dialog2Flow,estatico,HNSW,99,3.5,3.8,3.5,3.5
Dialog2Flow,estatico,IVF,0,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,1,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,2,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,3,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVF,4,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,5,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,6,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,7,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,8,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVF,9,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,10,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,IVF,11,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,IVF,12,2.0,2.0,2.0,2.0
Dialog2Flow,estatico,IVF,13,2.9,3.3,2.9,2.9
Dialog2Flow,estatico,IVF,14,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVF,15,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVF,16,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVF,17,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,18,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,19,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,20,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVF,21,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,22,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVF,23,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,24,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,IVF,25,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,26,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVF,27,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVF,28,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVF,29,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,30,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,31,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVF,32,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,33,3.7,4.0,3.7,3.7
Dialog2Flow,estatico,IVF,34,1.9,1.9,1.9,1.9
Dialog2Flow,estatico,IVF,35,2.1,2.1,2.1,2.1
Dialog2Flow,estatico,IVF,36,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVF,37,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,IVF,38,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,IVF,39,2.2,2.2,2.2,2.2
Dialog2Flow,estatico,IVF,40,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVF,41,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,42,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,43,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,IVF,44,3.1,3.7,3.1,3.1
Dialog2Flow,estatico,IVF,45,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,46,3.3,3.4,3.3,3.3
Dialog2Flow,estatico,IVF,47,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVF,48,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,49,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVF,50,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVF,51,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,52,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVF,53,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVF,54,4.5,4.5,4.5,4.5
Dialog2Flow,estatico,IVF,55,4.8,4.8,4.8,4.8
Dialog2Flow,estatico,IVF,56,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,IVF,57,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,IVF,58,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,59,3.5,3.8,3.8,3.8
Dialog2Flow,estatico,IVF,60,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,IVF,61,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVF,62,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,63,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVF,64,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,65,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVF,66,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVF,67,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,68,2.7,3.0,3.0,3.0
Dialog2Flow,estatico,IVF,69,1.9,1.9,1.8,1.9
Dialog2Flow,estatico,IVF,70,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,71,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,IVF,72,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,73,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,74,4.7,4.7,4.7,4.7
Dialog2Flow,estatico,IVF,75,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVF,76,2.9,3.1,2.9,2.9
Dialog2Flow,estatico,IVF,77,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVF,78,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,IVF,79,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVF,80,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,81,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVF,82,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVF,83,1.7,1.7,1.7,1.7
Dialog2Flow,estatico,IVF,84,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,85,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVF,86,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,87,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,IVF,88,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVF,89,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVF,90,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVF,91,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVF,92,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVF,93,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVF,94,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,IVF,95,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVF,96,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVF,97,4.0,4.1,4.0,4.0
Dialog2Flow,estatico,IVF,98,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,IVF,99,3.5,4.0,3.5,3.5
Dialog2Flow,estatico,IVFPQ,0,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,IVFPQ,1,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVFPQ,2,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVFPQ,3,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,IVFPQ,4,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVFPQ,5,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVFPQ,6,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVFPQ,7,4.7,4.7,4.7,4.7
Dialog2Flow,estatico,IVFPQ,8,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,IVFPQ,9,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVFPQ,10,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,IVFPQ,11,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,IVFPQ,12,1.8,1.8,1.8,1.8
Dialog2Flow,estatico,IVFPQ,13,2.0,2.0,2.0,2.0
Dialog2Flow,estatico,IVFPQ,14,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVFPQ,15,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVFPQ,16,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVFPQ,17,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVFPQ,18,2.9,3.1,2.9,2.9
Dialog2Flow,estatico,IVFPQ,19,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,IVFPQ,20,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVFPQ,21,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,IVFPQ,22,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,23,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,24,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVFPQ,25,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVFPQ,26,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,27,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,28,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,29,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,30,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVFPQ,31,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVFPQ,32,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVFPQ,33,4.0,4.7,4.0,4.0
Dialog2Flow,estatico,IVFPQ,34,1.8,1.8,1.8,1.8
Dialog2Flow,estatico,IVFPQ,35,2.0,2.0,2.0,2.0
Dialog2Flow,estatico,IVFPQ,36,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,IVFPQ,37,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVFPQ,38,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,39,2.3,2.3,2.3,2.3
Dialog2Flow,estatico,IVFPQ,40,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVFPQ,41,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVFPQ,42,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,43,3.1,3.6,3.1,3.1
Dialog2Flow,estatico,IVFPQ,44,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,45,4.9,4.9,4.9,4.9
Dialog2Flow,estatico,IVFPQ,46,3.3,4.3,4.3,3.8
Dialog2Flow,estatico,IVFPQ,47,3.7,3.8,3.7,3.7
Dialog2Flow,estatico,IVFPQ,48,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,49,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVFPQ,50,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,51,1.9,1.9,2.8,1.9
Dialog2Flow,estatico,IVFPQ,52,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,53,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,IVFPQ,54,3.9,3.8,3.8,3.8
Dialog2Flow,estatico,IVFPQ,55,4.0,4.9,4.9,4.0
Dialog2Flow,estatico,IVFPQ,56,4.2,4.2,4.2,4.2
Dialog2Flow,estatico,IVFPQ,57,1.9,1.9,1.9,1.9
Dialog2Flow,estatico,IVFPQ,58,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,IVFPQ,59,3.0,3.8,3.0,3.0
Dialog2Flow,estatico,IVFPQ,60,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVFPQ,61,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVFPQ,62,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,63,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,IVFPQ,64,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,IVFPQ,65,2.8,3.0,2.8,2.8
Dialog2Flow,estatico,IVFPQ,66,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVFPQ,67,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,IVFPQ,68,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,IVFPQ,69,1.4,1.4,1.4,1.4
Dialog2Flow,estatico,IVFPQ,70,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVFPQ,71,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,IVFPQ,72,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVFPQ,73,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVFPQ,74,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVFPQ,75,1.3,1.3,1.3,1.3
Dialog2Flow,estatico,IVFPQ,76,2.3,2.3,2.3,2.3
Dialog2Flow,estatico,IVFPQ,77,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,78,2.3,2.3,2.3,2.3
Dialog2Flow,estatico,IVFPQ,79,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,IVFPQ,80,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,81,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,82,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVFPQ,83,2.1,2.1,2.1,2.1
Dialog2Flow,estatico,IVFPQ,84,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,85,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,IVFPQ,86,3.0,3.6,3.0,3.0
Dialog2Flow,estatico,IVFPQ,87,4.5,4.5,4.5,4.5
Dialog2Flow,estatico,IVFPQ,88,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,IVFPQ,89,3.1,3.7,3.1,3.1
Dialog2Flow,estatico,IVFPQ,90,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,IVFPQ,91,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,IVFPQ,92,3.7,3.7,3.7,3.7
Dialog2Flow,estatico,IVFPQ,93,2.5,2.5,2.5,2.5
Dialog2Flow,estatico,IVFPQ,94,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,IVFPQ,95,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,IVFPQ,96,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,IVFPQ,97,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,IVFPQ,98,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,IVFPQ,99,3.5,3.5,3.5,3.5
