embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
MiniLM,estatico,IVF,9,3.7,4.2,3.7,3.7
MiniLM,estatico,IVF,10,4.2,4.2,4.2,4.2
MiniLM,estatico,IVF,11,4.3,4.3,4.3,4.3
MiniLM,estatico,IVF,12,2.5,2.5,2.5,2.5
MiniLM,estatico,IVF,13,2.8,3.5,2.8,2.8
MiniLM,estatico,IVF,14,3.6,3.6,3.6,3.6
MiniLM,estatico,IVF,15,3.5,3.4,3.4,3.4
MiniLM,estatico,IVF,16,2.1,2.1,2.1,2.1
MiniLM,estatico,IVF,17,3.6,3.6,3.6,3.6
MiniLM,estatico,IVF,18,2.5,2.5,2.5,2.5
MiniLM,estatico,IVF,19,3.5,3.5,3.5,3.5
MiniLM,estatico,IVF,20,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,21,2.1,2.1,2.1,2.1
MiniLM,estatico,IVF,22,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,23,3.8,3.8,3.8,3.8
MiniLM,estatico,IVF,24,4.4,4.4,4.4,4.4
MiniLM,estatico,IVF,25,2.6,2.6,2.6,2.6
MiniLM,estatico,IVF,26,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,27,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,28,2.5,2.5,2.5,2.5
MiniLM,estatico,IVF,29,2.9,2.9,2.9,2.9
MiniLM,estatico,IVF,30,2.7,2.7,2.7,2.7
MiniLM,estatico,IVF,31,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,32,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,33,4.0,4.0,4.0,4.0
MiniLM,estatico,IVF,34,1.9,1.9,1.9,1.9
MiniLM,estatico,IVF,35,2.9,2.9,2.9,2.9
MiniLM,estatico,IVF,36,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,37,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,38,2.9,2.9,2.9,2.9
MiniLM,estatico,IVF,39,2.3,2.3,2.3,2.3
MiniLM,estatico,IVF,40,3.0,3.0,3.0,3.0
MiniLM,estatico,IVF,41,5.0,5.0,5.0,5.0
MiniLM,estatico,IVF,42,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,43,3.4,3.4,3.4,3.4
MiniLM,estatico,IVF,44,2.3,2.5,2.3,2.3
MiniLM,estatico,IVF,45,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,46,3.3,3.5,3.4,3.4
MiniLM,estatico,IVF,47,3.5,3.5,3.5,3.5
MiniLM,estatico,IVF,48,4.2,4.2,4.1,4.2
MiniLM,estatico,IVF,49,3.6,3.6,3.6,3.6
MiniLM,estatico,IVF,50,3.5,3.5,3.5,3.5
MiniLM,estatico,IVF,51,3.3,3.3,3.3,3.3
MiniLM,estatico,IVF,52,3.6,3.7,3.6,3.6
MiniLM,estatico,IVF,53,4.2,4.2,4.2,4.2
MiniLM,estatico,IVF,54,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,55,4.0,4.9,4.9,4.9
MiniLM,estatico,IVF,56,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,57,2.4,2.4,2.4,2.4
MiniLM,estatico,IVF,58,3.4,3.4,3.4,3.4
MiniLM,estatico,IVF,59,3.4,4.2,3.4,3.4
MiniLM,estatico,IVF,60,2.5,2.5,2.5,2.5
MiniLM,estatico,IVF,61,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,62,3.6,3.6,3.6,3.6
MiniLM,estatico,IVF,63,3.5,3.5,3.5,3.5
MiniLM,estatico,IVF,64,3.4,3.4,3.4,3.4
MiniLM,estatico,IVF,65,3.0,3.0,3.0,3.0
MiniLM,estatico,IVF,66,3.2,3.2,3.2,3.2
MiniLM,estatico,IVF,67,3.0,3.0,3.0,3.0
MiniLM,estatico,IVF,68,2.9,3.4,3.4,3.4
MiniLM,estatico,IVF,69,1.3,1.3,1.3,1.3
MiniLM,estatico,IVF,70,4.0,4.0,4.0,4.0
MiniLM,estatico,IVF,71,4.8,4.8,4.8,4.8
MiniLM,estatico,IVF,72,5.0,5.0,5.0,5.0
MiniLM,estatico,IVF,73,4.1,4.1,4.1,4.1
MiniLM,estatico,IVF,74,4.2,4.2,4.2,4.2
MiniLM,estatico,IVF,75,2.4,2.4,2.4,2.4
MiniLM,estatico,IVF,76,2.7,3.0,2.7,2.7
MiniLM,estatico,IVF,77,2.6,2.6,2.6,2.6
MiniLM,estatico,IVF,78,1.7,1.7,1.7,1.7
MiniLM,estatico,IVF,79,3.8,3.8,3.8,3.8
MiniLM,estatico,IVF,80,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,81,3.9,3.9,3.9,3.9
MiniLM,estatico,IVF,82,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,83,2.0,2.0,2.0,2.0
MiniLM,estatico,IVF,84,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,85,5.0,5.0,5.0,5.0
MiniLM,estatico,IVF,86,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,87,4.4,4.4,4.4,4.4
MiniLM,estatico,IVF,88,3.1,3.9,3.1,3.1
MiniLM,estatico,IVF,89,2.7,2.7,2.7,2.7
MiniLM,estatico,IVF,90,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,91,3.4,3.4,3.4,3.4
MiniLM,estatico,IVF,92,3.1,3.5,3.1,3.1
MiniLM,estatico,IVF,93,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,94,2.4,3.1,2.4,2.4
MiniLM,estatico,IVF,95,3.3,3.3,3.3,3.3
MiniLM,estatico,IVF,96,4.0,4.0,4.0,4.0
MiniLM,estatico,IVF,97,4.1,4.1,4.1,4.1
MiniLM,estatico,IVF,98,2.5,2.4,2.5,2.5
MiniLM,estatico,IVF,99,3.6,4.1,3.6,3.6
MiniLM,estatico,IVFPQ,0,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,1,3.1,3.1,3.1,3.1
MiniLM,estatico,IVFPQ,2,3.3,3.3,3.3,3.3
MiniLM,estatico,IVFPQ,3,3.9,3.9,3.9,3.9
MiniLM,estatico,IVFPQ,4,4.3,4.3,4.3,4.3
MiniLM,estatico,IVFPQ,5,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,6,5.0,5.0,5.0,5.0
MiniLM,estatico,IVFPQ,7,3.8,3.8,3.8,3.8
MiniLM,estatico,IVFPQ,8,3.9,3.9,3.9,3.9
MiniLM,estatico,IVFPQ,9,3.4,3.4,3.4,3.4
MiniLM,estatico,IVFPQ,10,4.1,4.1,4.1,4.1
MiniLM,estatico,IVFPQ,11,4.3,4.3,4.3,4.3
MiniLM,estatico,IVFPQ,12,1.9,1.9,1.9,1.9
MiniLM,estatico,IVFPQ,13,2.1,2.1,2.1,2.1
MiniLM,estatico,IVFPQ,14,3.2,3.2,3.2,3.2
MiniLM,estatico,IVFPQ,15,3.5,3.5,3.5,3.5
MiniLM,estatico,IVFPQ,16,2.6,2.6,2.6,2.6
MiniLM,estatico,IVFPQ,17,3.5,3.5,3.5,3.5
MiniLM,estatico,IVFPQ,18,2.7,2.7,2.7,2.7
MiniLM,estatico,IVFPQ,19,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,20,4.0,4.0,4.0,4.0
MiniLM,estatico,IVFPQ,21,2.6,2.8,2.6,2.6
MiniLM,estatico,IVFPQ,22,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,23,4.0,4.0,4.0,4.0
MiniLM,estatico,IVFPQ,24,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,25,2.6,2.6,2.6,2.6
MiniLM,estatico,IVFPQ,26,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,27,3.4,3.4,3.4,3.4
MiniLM,estatico,IVFPQ,28,2.9,2.9,2.9,2.9
MiniLM,estatico,IVFPQ,29,2.9,2.9,2.9,2.9
MiniLM,estatico,IVFPQ,30,2.8,2.8,2.8,2.8
MiniLM,estatico,IVFPQ,31,3.2,3.2,3.2,3.2
MiniLM,estatico,IVFPQ,32,4.2,4.2,4.2,4.2
MiniLM,estatico,IVFPQ,33,3.9,4.9,4.9,3.9
MiniLM,estatico,IVFPQ,34,1.8,1.8,1.8,1.8
MiniLM,estatico,IVFPQ,35,2.0,2.0,2.0,2.0
MiniLM,estatico,IVFPQ,36,3.5,3.5,3.5,3.5
MiniLM,estatico,IVFPQ,37,3.4,3.4,3.4,3.4
MiniLM,estatico,IVFPQ,38,2.7,2.3,2.2,2.3
MiniLM,estatico,IVFPQ,39,2.3,2.3,2.3,2.3
MiniLM,estatico,IVFPQ,40,3.2,3.2,3.2,3.2
MiniLM,estatico,IVFPQ,41,5.0,5.0,5.0,5.0
MiniLM,estatico,IVFPQ,42,2.9,3.1,2.9,2.9
MiniLM,estatico,IVFPQ,43,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,44,2.7,2.7,2.7,2.7
MiniLM,estatico,IVFPQ,45,4.6,4.6,4.6,4.6
MiniLM,estatico,IVFPQ,46,3.2,4.2,4.2,3.2
MiniLM,estatico,IVFPQ,47,3.1,3.1,3.1,3.1
MiniLM,estatico,IVFPQ,48,4.0,4.0,4.0,4.0
MiniLM,estatico,IVFPQ,49,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,50,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,51,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,52,3.1,3.1,3.1,3.1
MiniLM,estatico,IVFPQ,53,3.9,3.9,3.9,3.9
MiniLM,estatico,IVFPQ,54,4.4,4.4,4.4,4.4
MiniLM,estatico,IVFPQ,55,4.9,4.9,4.9,4.9
MiniLM,estatico,IVFPQ,56,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,57,1.9,1.9,1.9,1.9
MiniLM,estatico,IVFPQ,58,3.5,3.5,3.5,3.5
MiniLM,estatico,IVFPQ,59,3.1,3.9,3.1,3.1
MiniLM,estatico,IVFPQ,60,2.5,2.5,2.5,2.5
MiniLM,estatico,IVFPQ,61,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,62,2.8,2.8,2.8,2.8
MiniLM,estatico,IVFPQ,63,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,64,3.6,3.6,3.6,3.6
MiniLM,estatico,IVFPQ,65,3.0,3.0,3.0,3.0
MiniLM,estatico,IVFPQ,66,3.1,3.1,3.1,3.1
MiniLM,estatico,IVFPQ,67,3.0,3.0,3.0,3.0
MiniLM,estatico,IVFPQ,68,2.7,2.7,2.7,2.7
MiniLM,estatico,IVFPQ,69,1.6,1.6,1.6,1.6
MiniLM,estatico,IVFPQ,70,3.2,3.2,3.2,3.2
MiniLM,estatico,IVFPQ,71,4.5,4.5,4.5,4.5
MiniLM,estatico,IVFPQ,72,5.0,5.0,5.0,5.0
MiniLM,estatico,IVFPQ,73,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,74,5.0,5.0,5.0,5.0
MiniLM,estatico,IVFPQ,75,1.3,1.3,1.3,1.3
MiniLM,estatico,IVFPQ,76,2.6,2.6,2.6,2.6
MiniLM,estatico,IVFPQ,77,3.1,3.1,3.1,3.1
MiniLM,estatico,IVFPQ,78,2.4,2.4,2.4,2.4
MiniLM,estatico,IVFPQ,79,4.0,4.0,4.0,4.0
MiniLM,estatico,IVFPQ,80,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,81,3.9,3.9,3.9,3.9
MiniLM,estatico,IVFPQ,82,2.8,2.8,2.8,2.8
MiniLM,estatico,IVFPQ,83,1.4,1.4,1.4,1.4
MiniLM,estatico,IVFPQ,84,3.8,3.8,3.8,3.8
MiniLM,estatico,IVFPQ,85,5.0,5.0,5.0,5.0
MiniLM,estatico,IVFPQ,86,2.8,2.8,2.8,2.8
MiniLM,estatico,IVFPQ,87,3.9,3.9,3.9,3.9
MiniLM,estatico,IVFPQ,88,3.1,4.2,3.1,3.1
MiniLM,estatico,IVFPQ,89,2.8,3.3,2.8,2.8
MiniLM,estatico,IVFPQ,90,3.4,3.4,3.4,3.4
MiniLM,estatico,IVFPQ,91,3.0,3.0,3.0,3.0
MiniLM,estatico,IVFPQ,92,3.7,3.7,3.7,3.7
MiniLM,estatico,IVFPQ,93,2.5,2.5,2.5,2.5
MiniLM,estatico,IVFPQ,94,2.4,3.2,2.4,2.4
MiniLM,estatico,IVFPQ,95,3.0,3.0,3.0,3.0
MiniLM,estatico,IVFPQ,96,4.1,4.1,4.1,4.1
MiniLM,estatico,IVFPQ,97,4.4,4.4,4.4,4.4
MiniLM,estatico,IVFPQ,98,3.0,3.0,3.0,3.0
MiniLM,estatico,IVFPQ,99,3.3,3.3,3.3,3.3
